17379584,17379839,452838
17379840,17380351,108287
17380352,17380607,452856
17380608,17380863,535217
17380864,17381119,458857
17381120,17381375,449980
17381376,17383679,108287
17383680,17383935,549499
17383936,17384703,108287
17384704,17384959,125264
17384960,17386239,108287
17386240,17386495,108297
17386496,17391615,108287
17391616,17391647,30836
17391648,17391679,108292
17391680,17391743,30836
17391744,17392639,108292
17392640,17393119,107992
17393120,17393151,461999
17393152,17393279,64567
17393280,17393407,64060
17393408,17393471,460786
17393472,17393663,64567
17393664,17394175,106432
17394176,17394687,460814
17394688,17394943,204211
17394944,17395455,108287
17395456,17395711,460252
17395712,17395967,338048
17395968,17396223,451648
17396224,17396479,466049
17396480,17396735,108287
17396736,17396991,458857
17396992,17398271,108287
17398272,17398527,461270
17398528,17398783,108287
17398784,17399039,341457
17399040,17399807,108287
17399808,17400063,460258
17400064,17402367,108287
17402368,17402877,125257
17402878,17402878,108287
17402879,17402879,125257
17402880,17405439,108287
17405440,17405951,336668
17405952,17406207,107992
17406208,17406463,337925
17406464,17406975,46413
17406976,17407231,108287
17407232,17407487,341457
17407488,17407615,336712
17407616,17407743,452501
17407744,17407999,476183
17408000,17408255,346437
17408256,17408511,452506
17408512,17408767,53396
17408768,17411583,108287
17411584,17412095,46413
17412096,17412223,451648
17412224,17412351,498507
17412352,17412607,341457
17412608,17412863,449981
17412864,17413119,476176
17413120,17413375,108287
17413376,17413631,337927
17413632,17413887,450523
17413888,17414015,459822
17414016,17414143,336712
17414144,17414399,108287
17414400,17414783,23797
17414784,17414911,452857
17414912,17415167,465663
17415168,17415615,23801
17415616,17415679,465100
17415680,17419007,108287
17419008,17419263,336712
17419264,17419519,451645
17419520,17419775,449983
17419776,17424127,108287
17424128,17424383,20767
17424384,17429503,108287
17429504,17429759,452873
17429760,17432575,108287
17432576,17434623,47667
17434624,17435135,49
17435136,17435391,17
17435392,17435647,49
17435648,17436671,104084
17436672,17465343,47667
17465344,17465855,209
17465856,17465983,22537
17465984,17466111,449970
17466112,17482239,209
17482240,17482495,450535
17482496,17482623,450721
17482624,17482751,450535
17482752,17483007,209
17483008,17483023,450530
17483024,17483039,24914
17483040,17483263,450530
17483264,17483519,209
17483520,17483775,449970
17483776,17484031,209
17484032,17484287,450722
17484288,17484543,209
17484544,17484799,465130
17484800,17485055,209
17485056,17485311,450731
17485312,17485823,450722
17485824,17487103,209
17487104,17487359,22537
17487360,17487871,209
17487872,17488127,36801
17488128,17488895,22537
17488896,17489663,209
17489664,17489919,104486
17489920,17495807,209
17495808,17496063,450743
17496064,17496319,209
17496320,17496575,450533
17496576,17497855,209
17497856,17498111,452935
17498112,17563647,22883
17563648,17825791,24328
17825792,18087935,22883
18087936,18088191,209
18088192,18088447,111758
18088448,18152703,209
18152704,18153215,22537
18153216,18153471,209
18153472,18158079,14614
18158080,18158335,336629
18158336,18158847,14614
18158848,18159103,336674
18159104,18159359,106169
18159360,18159871,14614
18159872,18160127,342417
18160128,18168831,14614
18168832,18169087,113282
18169088,18179839,14614
18179840,18180095,104239
18180096,18181119,14614
18181120,18181375,341604
18181376,18181631,111968
18181632,18219007,14614
18219008,18221055,211441
18221056,18221567,458865
18221568,18223103,211441
18223104,18223615,452608
18223616,18223871,69005
18223872,18225151,211441
18225152,18225407,106037
18225408,18226175,211441
18226176,18226687,450595
18226688,18227199,211441
18227200,18227839,25938
18227840,18228095,211441
18228096,18228223,25938
18228224,18228735,211441
18228736,18229247,25938
18229248,18230271,211441
18230272,18230527,450585
18230528,18233343,211441
18233344,18233599,20067
18233600,18234367,211441
18234368,18234879,22962
18234880,18235391,211441
18235392,18235903,450780
18235904,18236159,452776
18236160,18236415,211441
18236416,18236671,114830
18236672,18236927,211441
18236928,18237311,458909
18237312,18237375,20067
18237376,18237439,458909
18237440,18237695,107714
18237696,18238463,211441
18238464,18239487,22962
18239488,18239743,105871
18239744,18239999,211441
18240000,18240511,105871
18240512,18241535,32992
18241536,18243583,211441
18243584,18244607,449929
18244608,18244863,211441
18244864,18245119,41815
18245120,18245631,211441
18245632,18246655,114830
18246656,18247167,452650
18247168,18247679,211441
18247680,18247935,460634
18247936,18248191,211441
18248192,18248703,465826
18248704,18249215,211441
18249216,18249471,45899
18249472,18249727,211441
18249728,18249983,469207
18249984,18250239,211441
18250240,18250495,108157
18250496,18251775,211441
18251776,18252031,25833
18252032,18252287,211441
18252288,18252799,449930
18252800,18253311,108157
18253312,18254079,211441
18254080,18254335,106037
18254336,18258943,211441
18258944,18259199,25938
18259200,18260735,211441
18260736,18260991,108612
18260992,18261247,45896
18261248,18261759,211441
18261760,18262015,25938
18262016,18262527,449930
18262528,18263039,211441
18263040,18263295,30619
18263296,18263551,211441
18263552,18264063,466895
18264064,18264575,450323
18264576,18266111,211441
18266112,18266367,459952
18266368,18266623,108168
18266624,18267135,449927
18267136,18267647,211441
18267648,18268159,452942
18268160,18268671,449935
18268672,18268927,211441
18268928,18269183,108612
18269184,18270207,211441
18270208,18270719,452772
18270720,18270975,458789
18270976,18271231,211441
18271232,18271487,20067
18271488,18272255,211441
18272256,18272511,105867
18272512,18273279,211441
18273280,18273791,25938
18273792,18274303,211441
18274304,18274559,442519
18274560,18274687,45896
18274688,18274815,211441
18274816,18275327,449938
18275328,18276351,25938
18276352,18277887,211441
18277888,18278143,478039
18278144,18278399,211441
18278400,18278911,41815
18278912,18279167,20067
18279168,18279423,211441
18279424,18279679,449948
18279680,18280447,211441
18280448,18280703,476501
18280704,18281471,211441
18281472,18282495,25938
18282496,18282751,39137
18282752,18283263,211441
18283264,18283519,108168
18283520,18284543,211441
18284544,18288639,22960
18288640,18289407,30619
18289408,18292735,211441
18292736,18292991,449941
18292992,18293055,22960
18293056,18293759,449941
18293760,18294015,22960
18294016,18294783,211441
18294784,18295807,452386
18295808,18296319,22960
18296320,18300927,211441
18300928,18301183,481249
18301184,18301439,211441
18301440,18301951,30619
18301952,18302975,460027
18302976,18305023,211441
18305024,18308351,114830
18308352,18309119,211441
18309120,18309631,25938
18309632,18310143,211441
18310144,18310655,25938
18310656,18310911,211441
18310912,18311167,25833
18311168,18312191,25938
18312192,18312767,45896
18312768,18312831,402895
18312832,18313215,45896
18313216,18315519,211441
18315520,18315647,30619
18315648,18317311,211441
18317312,18325503,25938
18325504,18327295,211441
18327296,18327551,107840
18327552,18327615,108200
18327616,18328063,476079
18328064,18328831,211441
18328832,18329087,20067
18329088,18329599,211441
18329600,18329855,106037
18329856,18330111,211441
18330112,18330623,32992
18330624,18331647,211441
18331648,18331903,32992
18331904,18334207,211441
18334208,18334463,22962
18334464,18335231,211441
18335232,18335487,450775
18335488,18335999,211441
18336000,18336255,32992
18336256,18336511,211441
18336512,18336767,32992
18336768,18337791,211441
18337792,18338239,20067
18338240,18338303,449950
18338304,18338687,20067
18338688,18338751,449950
18338752,18339839,20067
18339840,18340095,322247
18340096,18341887,211441
18341888,18343679,22962
18343680,18343935,211441
18343936,18344959,449957
18344960,18348031,211441
18348032,18348415,32723
18348416,18348543,114830
18348544,18349055,458865
18349056,18349567,114830
18349568,18350079,211441
18350080,18418175,234748
18418176,18418431,108724
18418432,18874367,234748
18874368,18907135,153
18907136,18939903,33752
18939904,18951423,14614
18951424,18951679,112516
18951680,18955775,14614
18955776,18956031,180543
18956032,18956543,14614
18956544,18956799,111968
18956800,18958079,14614
18958080,18958335,112849
18958336,18964735,14614
18964736,18964991,58309
18964992,18987775,14614
18987776,18988031,112189
18988032,18990079,14614
18990080,18990335,336678
18990336,18993919,14614
18993920,18994047,106169
18994048,19003647,14614
19003648,19003903,112037
19003904,19004671,14614
19004672,19004927,336674
19004928,19005439,14614
19005440,19007231,218
19007232,19007487,21248
19007488,19007743,218
19007744,19007999,21248
19008000,19010047,218
19010048,19010303,104163
19010304,19013375,218
19013376,19013631,21248
19013632,19016959,218
19016960,19017215,21248
19017216,19020799,218
19020800,19021055,21248
19021056,19023615,218
19023616,19023871,21248
19023872,19025407,218
19025408,19025663,21248
19025664,19029759,218
19029760,19030015,114718
19030016,19033087,218
19033088,19033343,21248
19033344,19033599,218
19033600,19033855,21248
19033856,19037695,218
19037696,19037951,21248
19037952,19041023,218
19041024,19041535,21248
19041536,19045631,218
19045632,19045887,21248
19045888,19046143,218
19046144,19046399,21248
19046400,19047423,218
19047424,19047935,21248
19047936,19052543,218
19052544,19052799,21248
19052800,19054335,218
19054336,19054591,21248
19054592,19057663,218
19057664,19057919,21248
19057920,19058175,218
19058176,19058431,21248
19058432,19059967,218
19059968,19060223,21248
19060224,19060479,218
19060480,19060735,21248
19060736,19061503,218
19061504,19061759,21248
19061760,19136511,218
19136512,19137279,14416
19137280,19137535,108731
19137536,19139327,14416
19139328,19139583,109133
19139584,19140095,14416
19140096,19140351,25389
19140352,19140607,21240
19140608,19141119,14416
19141120,19141375,104634
19141376,19145983,14416
19145984,19146239,157918
19146240,19148031,14416
19148032,19148287,104169
19148288,19149183,14416
19149184,19149311,33397
19149312,19153407,14416
19153408,19153919,21240
19153920,19154687,14416
19154688,19154943,108194
19154944,19156223,14416
19156224,19156479,21240
19156480,19156735,14416
19156736,19156991,21240
19156992,19159039,14416
19159040,19159295,124773
19159296,19159807,14416
19159808,19160063,124773
19160064,19162879,14416
19162880,19163135,103993
19163136,19167487,14416
19167488,19167743,108172
19167744,19168511,14416
19168512,19168767,103993
19168768,19170047,14416
19170048,19170303,106024
19170304,19173375,14416
19173376,19173631,124773
19173632,19173887,14416
19173888,19174143,21240
19174144,19176703,14416
19176704,19176959,108184
19176960,19182079,14416
19182080,19182335,107329
19182336,19187455,14416
19187456,19187711,110335
19187712,19188223,14416
19188224,19188479,21240
19188480,19188735,186127
19188736,19191807,14416
19191808,19192063,152319
19192064,19193087,14416
19193088,19193343,108183
19193344,19193855,14416
19193856,19194111,21240
19194112,19200767,14416
19200768,19201023,32377
19201024,19202047,14416
19202048,19267583,172
19267584,19268607,114830
19268608,19268863,25938
19268864,19271679,114830
19271680,19271935,108157
19271936,19271967,469688
19271968,19272511,108157
19272512,19272543,107714
19272544,19272703,108157
19272704,19272959,450363
19272960,19272991,414334
19272992,19273023,476222
19273024,19273135,414334
19273136,19273151,108157
19273152,19273215,414334
19273216,19273727,107714
19273728,19274023,114830
19274024,19274031,172991
19274032,19274111,114830
19274112,19274175,22962
19274176,19274495,114830
19274496,19274751,458869
19274752,19274783,22962
19274784,19274815,114830
19274816,19275007,22962
19275008,19275263,62392
19275264,19275519,22962
19275520,19275775,452765
19275776,19398655,114830
19398656,19531263,17
19531264,19531519,111088
19531520,19537151,17
19537152,19537407,27045
19537408,19537663,17
19537664,19537919,422067
19537920,19595775,17
19595776,19596031,158060
19596032,19600127,17
19600128,19600383,384787
19600384,19660799,17
19660800,19661055,352812
19661056,19661311,17
19661312,19661823,411243
19661824,19662079,42148
19662080,19662335,17
19662336,19662591,15039
19662592,19662847,423242
19662848,19663103,105080
19663104,19663359,17
19663360,19663615,15039
19663616,19663871,17
19663872,19664127,427681
19664128,19664383,17
19664384,19664639,15039
19664640,19664895,17
19664896,19665151,15039
19665152,19665407,388382
19665408,19665663,422068
19665664,19665919,17
19665920,19666175,423214
19666176,19666431,15039
19666432,19666943,42341
19666944,19667199,47668
19667200,19668223,17
19668224,19668479,422068
19668480,19668735,17
19668736,19668991,352812
19668992,19669247,423223
19669248,19670271,17
19670272,19670527,384827
19670528,19670783,15039
19670784,19671039,427682
19671040,19671295,17
19671296,19671551,15039
19671552,19671807,429473
19671808,19672063,17
19672064,19672319,423203
19672320,19672831,17
19672832,19673087,11716
19673088,19673343,423178
19673344,19673599,17
19673600,19674111,104693
19674112,19674367,423200
19674368,19674623,17
19674624,19674879,422068
19674880,19677439,17
19677440,19677695,173309
19677696,19679487,17
19679488,19679743,422068
19679744,19679999,423273
19680000,19681023,17
19681024,19681279,11716
19681280,19681535,17
19681536,19681791,352793
19681792,19682047,17
19682048,19682303,187602
19682304,19682815,17
19682816,19683071,11716
19683072,19683583,17
19683584,19683839,423203
19683840,19684863,17
19684864,19685119,384800
19685120,19685375,17
19685376,19685631,352812
19685632,19686399,17
19686400,19686655,108500
19686656,19686911,17
19686912,19687167,352812
19687168,19687679,17
19687680,19687935,428778
19687936,19688191,423176
19688192,19688447,42341
19688448,19688703,428785
19688704,19688959,11716
19688960,19689215,423203
19689216,19689471,124506
19689472,19689727,17
19689728,19689983,42148
19689984,19690495,423157
19690496,19691007,17
19691008,19691519,427738
19691520,19691775,433192
19691776,19692287,17
19692288,19692543,423180
19692544,19692799,105109
19692800,19694079,17
19694080,19694335,105114
19694336,19694847,17
19694848,19695103,204204
19695104,19696895,17
19696896,19697151,104708
19697152,19697407,17
19697408,19697663,14409
19697664,19697919,423322
19697920,19698175,17
19698176,19698431,105051
19698432,19698687,17
19698688,19698943,22549
19698944,19699199,17
19699200,19699455,14409
19699456,19699711,411254
19699712,19699967,388406
19699968,19700479,17
19700480,19700735,422099
19700736,19700991,17
19700992,19701247,423430
19701248,19702271,17
19702272,19702527,422090
19702528,19702783,17
19702784,19703039,427670
19703040,19703295,38359
19703296,19703551,17
19703552,19703807,22549
19703808,19704063,29901
19704064,19704319,17
19704320,19704831,105051
19704832,19705343,384893
19705344,19705855,17
19705856,19706367,384893
19706368,19707391,17
19707392,19707647,384893
19707648,19707903,29901
19707904,19708159,211492
19708160,19708671,17
19708672,19708927,423430
19708928,19709183,17
19709184,19709439,423304
19709440,19709695,17
19709696,19709951,422124
19709952,19710207,105051
19710208,19711231,17
19711232,19711487,151805
19711488,19711999,17
19712000,19712255,105051
19712256,19712511,17
19712512,19713023,384893
19713024,19713791,17
19713792,19714047,105051
19714048,19715327,17
19715328,19715583,422099
19715584,19716095,384893
19716096,19716351,17
19716352,19716607,105051
19716608,19717119,17
19717120,19717631,105051
19717632,19718143,17
19718144,19718655,388212
19718656,19718911,17
19718912,19719167,14409
19719168,19719679,17
19719680,19719935,423325
19719936,19720191,17
19720192,19720447,157794
19720448,19720703,17
19720704,19721215,423430
19721216,19721727,17
19721728,19721983,423411
19721984,19722751,17
19722752,19723007,423323
19723008,19723263,17
19723264,19724287,422080
19724288,19725055,17
19725056,19725311,124499
19725312,19725567,17
19725568,19725823,423289
19725824,19726079,423430
19726080,19726335,423393
19726336,19791871,24328
19791872,19800063,368475
19800064,19800575,22537
19800576,19800831,368475
19800832,19801087,22537
19801088,19808767,368475
19808768,19809279,449907
19809280,19809535,111758
19809536,19816447,368475
19816448,19816959,22537
19816960,19817215,368475
19817216,19817471,22537
19817472,19817983,368475
19817984,19818751,22537
19818752,19819519,368475
19819520,19819775,22537
19819776,19842047,368475
19842048,19842559,22537
19842560,19849215,368475
19849216,19849727,452317
19849728,19850495,368475
19850496,19850751,450535
19850752,19857919,368475
19857920,19858175,22537
19858176,19858431,368475
19858432,19858687,450734
19858688,19866623,368475
19866624,19868159,22537
19868160,19874047,368475
19874048,19875071,22537
19875072,19875583,368475
19875584,19875839,22537
19875840,19882495,368475
19882496,19883007,450723
19883008,19883519,368475
19883520,19884031,22537
19884032,19884543,368475
19884544,19884799,22537
19884800,19890687,368475
19890688,19890943,412940
19890944,19892223,368475
19892224,19892479,22537
19892480,19899647,368475
19899648,19899903,22537
19899904,19900415,368475
19900416,19900671,450734
19900672,19908095,368475
19908096,19908607,22537
19908608,19915263,368475
19915264,19915775,450722
19915776,19916031,368475
19916032,19916287,24914
19916288,19916799,368475
19916800,19917311,22537
19917312,19922943,368475
19922944,20054015,104137
20054016,20119551,104211
20119552,20127743,37634
20127744,20133887,104055
20133888,20148223,37634
20148224,20150271,104196
20150272,20152319,104129
20152320,20156415,37634
20156416,20160511,59532
20160512,20168703,33494
20168704,20185087,59532
20185088,20185088,381358
20185089,20196095,46418
20196096,20196351,105591
20196352,20214783,46418
20214784,20215039,105591
20215040,20229375,46418
20229376,20229631,105591
20229632,20254207,46418
20254208,20254719,105591
20254720,20255743,46418
20255744,20255999,105591
20256000,20256511,46418
20256512,20256767,105591
20256768,20257279,46418
20257280,20257535,105591
20257536,20258559,46418
20258560,20258815,105591
20258816,20260095,46418
20260096,20260351,105591
20260352,20263167,46418
20263168,20263423,105591
20263424,20268031,46418
20268032,20268287,105591
20268288,20269823,46418
20269824,20270079,105591
20270080,20271615,46418
20271616,20271871,105591
20271872,20291839,46418
20291840,20292095,105591
20292096,20293375,46418
20293376,20293631,105591
20293632,20303359,46418
20303360,20303615,376623
20303616,20307455,46418
20307456,20307711,105591
20307712,20307967,46418
20307968,20308991,105591
20308992,20318719,46418
20318720,20318975,105591
20318976,20319487,46418
20319488,20319743,105591
20319744,20321279,46418
20321280,20321535,105591
20321536,20321791,46418
20321792,20322815,105591
20322816,20325119,46418
20325120,20325375,105591
20325376,20331007,46418
20331008,20331263,105591
20331264,20334335,46418
20334336,20334847,105591
20334848,20337151,46418
20337152,20337919,105591
20337920,20343807,46418
20343808,20344063,105591
20344064,20346111,46418
20346112,20346623,105591
20346624,20352511,46418
20352512,20352767,105591
20352768,20369663,46418
20369664,20369919,105591
20369920,20376575,46418
20376576,20376831,105591
20376832,20447231,46418
20447232,20587007,104006
20587008,20587263,336642
20587264,20777471,104006
20777472,20777727,125117
20777728,20971519,104006
20971520,20978943,14416
20978944,20979199,109508
20979200,20981631,14416
20981632,20981759,25389
20981760,20983679,14416
20983680,20983807,23625
20983808,20984831,14416
20984832,20985087,24079
20985088,20985343,33752
20985344,20985855,14416
20985856,20986111,108183
20986112,20987647,14416
20987648,20987903,103999
20987904,20997119,14416
20997120,20997375,108172
20997376,20997631,33008
20997632,21000191,14416
21000192,21000447,35428
21000448,21009151,14416
21009152,21009407,107327
21009408,21014015,14416
21014016,21014271,32377
21014272,21015551,14416
21015552,21015807,108185
21015808,21016063,25389
21016064,21019647,14416
21019648,21019903,33752
21019904,21020159,32377
21020160,21021183,14416
21021184,21021695,21240
21021696,21021951,23794
21021952,21023487,14416
21023488,21023743,103993
21023744,21024767,14416
21024768,21025279,21240
21025280,21036287,14416
21036288,21036543,23794
21036544,21036671,24079
21036672,21102591,14416
21102592,21233663,14614
21233664,21495807,336604
21495808,21497599,14614
21497600,21497855,114069
21497856,21498367,336632
21498368,21524735,14614
21524736,21524991,47665
21524992,21542911,14614
21542912,21543167,65878
21543168,21692415,14614
21692416,21692671,37046
21692672,21693439,14614
21693440,21693567,62207
21693568,21693695,14614
21693696,21693951,336678
21693952,21694207,124472
21694208,21694463,14614
21694464,21694975,336678
21694976,21695231,336652
21695232,21695487,14614
21695488,21695743,112195
21695744,21698559,14614
21698560,21699583,37046
21699584,21699711,34320
21699712,21732351,14614
21732352,21732607,336679
21732608,21747455,14614
21747456,21747711,336629
21747712,21750783,14614
21750784,21751039,64704
21751040,21751455,14614
21751456,21751487,112028
21751488,21752319,14614
21752320,21752575,336629
21752576,21753343,14614
21753344,21753599,112924
21753600,21848063,14614
21848064,21848319,336674
21848320,21849343,14614
21849344,21849599,341449
21849600,21883135,14614
21883136,21883391,263741
21883392,21889535,14614
21889536,21889791,336674
21889792,21893631,14614
21893632,21894143,336629
21894144,21895935,14614
21895936,21896191,341375
21896192,21956095,14614
21956096,21956607,106120
21956608,21958399,14614
21958400,21958655,336674
21958656,21958911,14614
21958912,21959167,41997
21959168,21959935,14614
21959936,21960191,21250
21960192,21964543,14614
21964544,21964799,37046
21964800,21971839,14614
21971840,21971903,336674
21971904,21971967,14614
21971968,21972479,374044
21972480,21973503,14614
21973504,21975039,336677
21975040,22020095,14614
22020096,22538239,104038
22538240,22538495,104111
22538496,22544383,104038
22544384,23068671,24328
23068672,24117247,22883
24117248,24130815,111
24130816,24131071,14614
24131072,24139519,111
24139520,24139775,107179
24139776,24154623,111
24154624,24154879,104232
24154880,24155135,111
24155136,24155391,14614
24155392,24159743,111
24159744,24159999,14614
24160000,24165631,111
24165632,24165887,14614
24165888,24172543,111
24172544,24172799,14614
24172800,24239103,111
24239104,24239359,14614
24239360,24247551,111
24247552,24247807,336674
24247808,24248831,111
24248832,24249087,53101
24249088,24249343,111
24249344,24249599,112181
24249600,24251391,111
24251392,24251647,336679
24251648,24252415,111
24252416,24252671,47665
24252672,24255487,111
24255488,24255743,112185
24255744,24257535,111
24257536,24257791,24917
24257792,24272639,111
24272640,24272895,68415
24272896,24305919,111
24305920,24306175,24917
24306176,24315647,111
24315648,24315903,24917
24315904,24317439,111
24317440,24317695,24917
24317696,24324351,111
24324352,24324607,109521
24324608,24325119,111
24325120,24325375,125116
24325376,24363007,111
24363008,24363087,20630
24363088,24363091,113210
24363092,24363269,20630
24363270,24363271,336685
24363272,24363275,104325
24363276,24363277,56938
24363278,24363279,20630
24363280,24363295,336684
24363296,24363327,336677
24363328,24363343,20630
24363344,24363345,336677
24363346,24363379,20630
24363380,24363383,336677
24363384,24363519,20630
24363520,24363775,111
24363776,24364095,336677
24364096,24364111,111
24364112,24364119,112179
24364120,24364151,111
24364152,24364159,341808
24364160,24364191,111
24364192,24364207,336679
24364208,24364223,111
24364224,24364287,336677
24364288,24365311,111
24365312,24365567,20630
24365568,24376319,111
24376320,24376575,47665
24376576,24377087,111
24377088,24377343,20630
24377344,24379391,111
24379392,24641535,49
24641536,24646399,17
24646400,24646655,124669
24646656,24651007,17
24651008,24651263,108579
24651264,24666111,17
24666112,24666367,423158
24666368,24666623,104892
24666624,24666879,384823
24666880,24667007,104854
24667008,24667391,17
24667392,24667647,21568
24667648,24668671,11716
24668672,24668927,387826
24668928,24669055,17
24669056,24669183,44780
24669184,24670207,11716
24670208,24674303,17
24674304,24675327,11716
24675328,24675583,423146
24675584,24675839,17
24675840,24676351,11716
24676352,24677375,187383
24677376,24678399,11716
24678400,24678911,423165
24678912,24679039,108494
24679040,24679167,234529
24679168,24679423,11716
24679424,24679935,411243
24679936,24680191,124665
24680192,24680447,103981
24680448,24680703,104892
24680704,24680959,423267
24680960,24681471,124705
24681472,24682495,423210
24682496,24683519,411243
24683520,24685567,11716
24685568,24686079,423174
24686080,24686207,423177
24686208,24686335,30838
24686336,24689663,11716
24689664,24690687,189634
24690688,24690943,198821
24690944,24691199,17
24691200,24691711,411243
24691712,24692735,11716
24692736,24693759,411243
24693760,24694015,17
24694016,24694271,387977
24694272,24694527,17
24694528,24694783,423190
24694784,24695039,423163
24695040,24695295,169669
24695296,24695551,11716
24695552,24695807,411243
24695808,24696063,428145
24696064,24696319,17
24696320,24696575,11716
24696576,24697087,17
24697088,24697343,42148
24697344,24698111,17
24698112,24698367,427712
24698368,24701183,17
24701184,24701439,423157
24701440,24731647,17
24731648,24732671,427686
24732672,24734719,11716
24734720,24735743,423158
24735744,24739839,17
24739840,24740351,11716
24740352,24740607,428784
24740608,24740863,104885
24740864,24740991,46137
24740992,24741119,11716
24741120,24741247,428803
24741248,24741375,423171
24741376,24741887,11716
24741888,24742911,427724
24742912,24743935,104854
24743936,24744191,237758
24744192,24744447,411243
24744448,24747007,11716
24747008,24747519,411243
24747520,24747775,423170
24747776,24748031,17
24748032,24749055,11716
24749056,24749183,17
24749184,24749311,423229
24749312,24749567,152187
24749568,24751103,11716
24751104,24752127,423232
24752128,24753151,11716
24753152,24754175,423278
24754176,24754303,11716
24754304,24754431,384866
24754432,24755327,11716
24755328,24755455,125170
24755456,24755711,429437
24755712,24755967,11716
24755968,24756223,109910
24756224,24757247,11716
24757248,24757503,411243
24757504,24757759,17
24757760,24759295,11716
24759296,24759551,352861
24759552,24760575,17
24760576,24760831,387943
24760832,24761087,109860
24761088,24761343,352839
24761344,24761599,21568
24761600,24762367,17
24762368,24762623,21568
24762624,24763135,17
24763136,24763391,104098
24763392,24763647,17
24763648,24763903,423170
24763904,24764671,17
24764672,24764927,423156
24764928,24780799,17
24780800,24780927,384808
24780928,24782847,22549
24782848,24783103,429560
24783104,24784895,22549
24784896,24785407,105184
24785408,24785535,384821
24785536,24785663,384452
24785664,24785791,388010
24785792,24785919,387885
24785920,24786943,22549
24786944,24787967,105184
24787968,24789503,22549
24789504,24789631,387916
24789632,24789759,384471
24789760,24790783,22549
24790784,24790911,105145
24790912,24791551,22549
24791552,24791807,425490
24791808,24791935,388009
24791936,24792063,237780
24792064,24798719,22549
24798720,24798975,384941
24798976,24799103,423301
24799104,24799231,388863
24799232,24801535,22549
24801536,24801663,387916
24801664,24801791,388406
24801792,24804095,22549
24804096,24804351,105145
24804352,24805375,22549
24805376,24813567,17
24813568,24815615,22549
24815616,24816127,423422
24816128,24816255,22549
24816256,24816383,388009
24816384,24816639,384936
24816640,24817919,22549
24817920,24818047,433335
24818048,24818175,384810
24818176,24818303,387896
24818304,24818431,387903
24818432,24819455,22549
24819456,24819583,388034
24819584,24820223,22549
24820224,24820479,189644
24820480,24820735,105044
24820736,24821759,22549
24821760,24822015,423455
24822016,24822143,22549
24822144,24822271,387916
24822272,24822399,433123
24822400,24822527,387880
24822528,24822783,22549
24822784,24823807,400470
24823808,24824063,388031
24824064,24824319,384854
24824320,24825343,22549
24825344,24825471,429448
24825472,24825599,423301
24825600,24825855,384471
24825856,24825983,22549
24825984,24826111,384809
24826112,24826367,17
24826368,24826495,433137
24826496,24826623,108444
24826624,24826879,105145
24826880,24827391,22549
24827392,24827519,17
24827520,24827647,387896
24827648,24833023,22549
24833024,24833535,104775
24833536,24833663,17
24833664,24833791,384819
24833792,24833919,557098
24833920,24834047,384452
24834048,24835071,22549
24835072,24835199,388059
24835200,24837119,22549
24837120,24837375,104796
24837376,24837631,105155
24837632,24837887,384452
24837888,24838015,384471
24838016,24838143,108451
24838144,24841471,29901
